"ID_District","Nombre_Distrito","wikidata_district","sameAs_wikidata_district","Nombre_Barrio","wikidata_neighborhood","sameAs_wikidata_neighborhood","Nombre_ZonaVerde","wikidata park","sameAs_wikidata_park","Ciudad","ID_ZonaVerde","m2","ha"
"8","FUENCARRAL-EL PARDO","Fuencarral-El Pardo","http://wikidata.org/entity/Q656196","EL_GOLOSO","El Goloso","http://wikidata.org/entity/Q10271137","JARDINES_CEMENTERIO_MONTECARMELO","JARDINES CEMENTERIO MONTECARMELO","","Madrid","143","16.808,41","1,68"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","PINAR_Cº_CERRO_AGUILA","PINAR CASEO CERRO AGUILA","","Madrid","144","212.362,56","21,24"
"9","MONCLOA-ARAVACA","","","CASA_DE_CAMPO","","","PARQUE_DE_LA_BOMBILLA","PARQUE DE LA BOMBILLA","","Madrid","145","110.235,98","11,02"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","AMPLIACION_PARQUE_ARROYO__POZUELO","AMPLIACION PARQUE ARROYO  POZUELO","","Madrid","146","104.914,09","10,49"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","PARQUE_ARROYO_POZUELO","PARQUE ARROYO POZUELO","","Madrid","147","91.840,31","9,18"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CASA_DE_CAMPO","Casa de Campo","http://wikidata.org/entity/Q16302441","COL._DEL_MANZANARES","COL. DEL MANZANARES","","Madrid","148","79.614,72","7,96"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","PAR._ARROYO_POZUELO_(AMPLIACION)_2","PAR. ARROYO POZUELO (AMPLIACION) 2","","Madrid","149","78.802,58","7,88"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","CUESTA_DEL_GALVAN_-_RONDA_DE_LAS_FLORES_-_TAPIA_DEL_HIPODROMO","CUESTA DEL GALVAN - RONDA DE LAS FLORES - TAPIA DEL HIPODROMO","","Madrid","150","70.882,07","7,09"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CIUDAD_UNIVERSITARIA","Ciudad Universitaria","http://wikidata.org/entity/Q3319235","COMPENSACION_DEL_PLAN_PARCIALLA_HORCA.SECTOR_I_18","COMPENSACION DEL PLAN PARCIALLA HORCA.SECTOR I 18","","Madrid","151","69.674,68","6,97"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CASA_DE_CAMPO","Casa de Campo","http://wikidata.org/entity/Q16302441","RECINTOS_FERIALES","RECINTOS FERIALES","","Madrid","152","67.252,82","6,73"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","Pº_ERMITA_-_VILLA_ADRIANA","PASEO ERMITA - VILLA ADRIANA","","Madrid","153","44.547,47","4,45"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","PARQUE_LA_RINCONERA","PARQUE LA RINCONERA","","Madrid","154","43.865,33","4,39"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CIUDAD_UNIVERSITARIA","Ciudad Universitaria","http://wikidata.org/entity/Q3319235","MARGEN_DERECHO_DEL_RIO_MANZANARES","MARGEN DERECHO DEL RIO MANZANARES","","Madrid","155","42.092,72","4,21"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","COL._ROSA_LUXEMBURGO","COL. ROSA LUXEMBURGO","","Madrid","156","40.765,95","4,08"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","CAMINO_BARRIAL","CAMINO BARRIAL","","Madrid","157","38.845,53","3,88"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEZARZA","Valdezarza","http://wikidata.org/entity/Q10388728","COL._VALDEZARZA","COL. VALDEZARZA","","Madrid","158","37.993,72","3,80"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEMARIN","Valdemarín","http://wikidata.org/entity/Q10388725","PARQUE_DEL_CEMENTERIO","PARQUE DEL CEMENTERIO","","Madrid","159","36.751,31","3,68"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","EL_DISCO","EL DISCO","","Madrid","160","28.414,37","2,84"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CASA_DE_CAMPO","Casa de Campo","http://wikidata.org/entity/Q16302441","Pº_ANICETO_MARINAS","PASEO ANICETO MARINAS","","Madrid","161","27.828,42","2,78"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CIUDAD_UNIVERSITARIA","Ciudad Universitaria","http://wikidata.org/entity/Q3319235","PARQUE_DE_FRANCOS_RDGUEZ.","PARQUE DE FRANCOS RDGUEZ.","","Madrid","162","26.406,83","2,64"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEMARIN","Valdemarín","http://wikidata.org/entity/Q10388725","VALDEMARIN_OESTE","VALDEMARIN OESTE","","Madrid","163","25.242,66","2,52"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","CALLE_CINCON_LAGUNAS","CALLE CINCON LAGUNAS","","Madrid","164","23.798,65","2,38"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEMARIN","Valdemarín","http://wikidata.org/entity/Q10388725","PROLONGACION_VALDEMARIN","PROLONGACION VALDEMARIN","","Madrid","165","22.560,54","2,26"
"9","MONCLOA-ARAVACA","","","ARGUELLES","","","PZA._DE_ESPAÑA","Parque España","","Madrid","166","22.353,37","2,24"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","EL_PLANTIO","El Plantío","http://wikidata.org/entity/Q3773742","PLANTACION_COMPENSATORIA_CALLE_30-PARQUE_FORESTAL_ESTACION_DEL_BARRIAL","PLANTACION COMPENSATORIA CALLE 30-PARQUE FORESTAL ESTACION DEL BARRIAL","","Madrid","167","21.537,12","2,15"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CIUDAD_UNIVERSITARIA","Ciudad Universitaria","http://wikidata.org/entity/Q3319235","LAS_ISLAS","LAS ISLAS","","Madrid","168","20.663,27","2,07"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEMARIN","Valdemarín","http://wikidata.org/entity/Q10388725","MED._VALDEMARIN","MED. VALDEMARIN","","Madrid","169","16.965,54","1,70"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","ROSAS_DE_ARAVACA","ROSAS DE ARAVACA","","Madrid","170","16.502,78","1,65"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CASA_DE_CAMPO","Casa de Campo","http://wikidata.org/entity/Q16302441","RIBERA_DEL_MANZANARES_-_MARGEN_DERECHA","RIBERA DEL MANZANARES - MARGEN DERECHA","","Madrid","171","14.863,24","1,49"
"9","MONCLOA-ARAVACA","","","CIUDAD_UNIVERSITARIA","","","PARQUE_JUAN_XXIII","Parque Juan XXIII","","Madrid","172","14.741,02","1,47"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEZARZA","Valdezarza","http://wikidata.org/entity/Q10388728","PARQUE_BLAS_DE_OTERO","PARQUE BLAS DE OTERO","","Madrid","173","14.638,06","1,46"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","VALDEZARZA","Valdezarza","http://wikidata.org/entity/Q10388728","Parque_Luisa_Carn‚s","Parque Luisa Carn‚s","","Madrid","174","14.351,97","1,44"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CIUDAD_UNIVERSITARIA","Ciudad Universitaria","http://wikidata.org/entity/Q3319235","A.V.C._FASE_III","A.V.C. FASE III","","Madrid","175","13.750,13","1,38"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","ARAVACA","Aravaca","http://wikidata.org/entity/Q3314682","LA_HORCA","LA HORCA","","Madrid","176","13.615,02","1,36"
"9","MONCLOA-ARAVACA","Moncloa-Aravaca","http://wikidata.org/entity/Q2017682","CIUDAD_UNIVERSITARIA","Ciudad Universitaria","http://wikidata.org/entity/Q3319235","JARDINES_ESCUADRON_POLICIA_MUNICIPAL","JARDINES ESCUADRON POLICIA MUNICIPAL","","Madrid","177","13.539,87","1,35"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LOS_CARMENES","Los Cármenes","http://wikidata.org/entity/Q10319792","CUÑA_VERDE_LA_LATINA","CUÑA VERDE LA LATINA","","Madrid","178","656.821,58","65,68"
"10","LATINA","","","LAS_AGUILAS","","","PARQUE_DE_LAS_CRUCES","Parque de las Cruces","","Madrid","179","452.894,53","45,29"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","CUATRO_VIENTOS","Cuatro Vientos","http://wikidata.org/entity/Q5191881","Z.F._PAU_CARABANCHEL._UNIDAD_III","Z.F. PAU CARABANCHEL. UNIDAD III","","Madrid","180","275.581,94","27,56"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","ALUCHE","Aluche","http://wikidata.org/entity/Q31140","PARQUE_DE_CERRO_ALMODOVAR_-_1¦_-_2¦_FASE","PARQUE DE CERRO ALMODOVAR - 1¦ - 2¦ FASE","","Madrid","181","172.316,54","17,23"
"10","LATINA","","","ALUCHE","","","PARQUE_ALUCHE","Aluche Park","","Madrid","182","143.156,83","14,32"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","CAMPAMENTO","Campamento","http://wikidata.org/entity/Q31169","COL._DEHESA_DEL_PPE.","COL. DEHESA DEL PPE.","","Madrid","183","55.726,78","5,57"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LUCERO","Lucero","http://wikidata.org/entity/Q31162","CAÑO_ROTO_-_LOS_CARMENES","CAÑO ROTO - LOS CARMENES","","Madrid","184","48.625,92","4,86"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","CUATRO_VIENTOS","Cuatro Vientos","http://wikidata.org/entity/Q5191881","Z.A._PAU_CARABANCHEL_-_UNIDAD_III","Z.A. PAU CARABANCHEL - UNIDAD III","","Madrid","185","41.127,78","4,11"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","PERI_10/6_ALUCHE_-_POBLADOS","PERI 10/6 ALUCHE - POBLADOS","","Madrid","186","40.232,21","4,02"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","ALUCHE","Aluche","http://wikidata.org/entity/Q31140","POBLADO_DIRIGIDO_LOS_CARMENES","POBLADO DIRIGIDO LOS CARMENES","","Madrid","187","36.977,50","3,70"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","POBLADO_C_-_CARABANCHEL_-_ZONAS_XIX-XXIV","POBLADO C - CARABANCHEL - ZONAS XIX-XXIV","","Madrid","188","36.926,61","3,69"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","PUERTA_DEL_ANGEL","Barrio de Puerta del Ángel","http://wikidata.org/entity/Q31142","Z.A._PARQUE_CARAMUEL","Z.A. PARQUE CARAMUEL","","Madrid","189","33.115,39","3,31"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","CAMPAMENTO","Campamento","http://wikidata.org/entity/Q31169","METRO_CIUDAD_JARDIN","METRO CIUDAD JARDIN","","Madrid","190","27.466,08","2,75"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","PARQUE_CASILDA_DE_BUSTOS","PARQUE CASILDA DE BUSTOS","","Madrid","191","27.430,45","2,74"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","CAMPAMENTO","Campamento","http://wikidata.org/entity/Q31169","Juan_Carmona_?Habichuela?","Juan Carmona ?Habichuela?","","Madrid","192","24.482,06","2,45"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LUCERO","Lucero","http://wikidata.org/entity/Q31162","PPI_-14","PPI -14","","Madrid","193","22.317,55","2,23"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","PUERTA_DEL_ANGEL","Barrio de Puerta del Ángel","http://wikidata.org/entity/Q31142","PARQUE_CARAMUEL","PARQUE CARAMUEL","","Madrid","194","22.184,18","2,22"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","ALUCHE","Aluche","http://wikidata.org/entity/Q31140","Cu¤a_Verde_-_Sese¤a_34_Posterior","Cu¤a Verde - Sese¤a 34 Posterior","","Madrid","195","21.550,58","2,16"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","PUERTA_DEL_ANGEL","Barrio de Puerta del Ángel","http://wikidata.org/entity/Q31142","TERRIZOS_ARBOLADO_S._BENIGNO-SEPULVEDA","TERRIZOS ARBOLADO S. BENIGNO-SEPULVEDA","","Madrid","196","21.349,90","2,13"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LUCERO","Lucero","http://wikidata.org/entity/Q31162","COL._VIRGEN_DE_LOURDES","COL. VIRGEN DE LOURDES","","Madrid","197","20.915,54","2,09"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","JARDINES_DEL_POL._C._CARABANCHEL","JARDINES DEL POL. C. CARABANCHEL","","Madrid","198","19.033,48","1,90"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","PAR_GRAL._G¦_ESCAMEZ","PAR GRAL. G¦ ESCAMEZ","","Madrid","199","15.970,20","1,60"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","PUERTA_DEL_ANGEL","Barrio de Puerta del Ángel","http://wikidata.org/entity/Q31142","COL._JUAN_TORNERO","COL. JUAN TORNERO","","Madrid","200","15.531,33","1,55"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","ALUCHE","Aluche","http://wikidata.org/entity/Q31140","Parque_F‚lix_Cort‚s","Parque F‚lix Cort‚s","","Madrid","201","15.078,25","1,51"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LUCERO","Lucero","http://wikidata.org/entity/Q31162","COL._ANTONIO_BLASCO","COL. ANTONIO BLASCO","","Madrid","202","12.450,49","1,25"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","GRAL._FANJUL_-_STA._MARGARITA","GRAL. FANJUL - STA. MARGARITA","","Madrid","203","12.166,27","1,22"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","APARCAMIENTO_GRAL_SALIQUET","APARCAMIENTO GRAL SALIQUET","","Madrid","204","11.950,32","1,20"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","CAMPAMENTO","Campamento","http://wikidata.org/entity/Q31169","CTRA._BOADILLA_DEL_MONTE_DESDE_LA_N-V","CTRA. BOADILLA DEL MONTE DESDE LA N-V","","Madrid","205","11.220,91","1,12"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LOS_CARMENES","Los Cármenes","http://wikidata.org/entity/Q10319792","Bº_DE_GOYA","BASEO DE GOYA","","Madrid","206","10.909,68","1,09"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","TERRIZOS_ARBOLADO_GRAL._ROMERO_BASART_A","TERRIZOS ARBOLADO GRAL. ROMERO BASART A","","Madrid","207","10.223,06","1,02"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LOS_CARMENES","Los Cármenes","http://wikidata.org/entity/Q10319792","CAMPO_DE_FUTBOL_Bº_DE_GOYA","CAMPO DE FUTBOL BASEO DE GOYA","","Madrid","208","10.033,30","1,00"
"10","LATINA","Latina","http://wikidata.org/entity/Q794954","LAS_AGUILAS","Las Águilas","http://wikidata.org/entity/Q5971372","PARQUE_RAFAEL_FINAT","PARQUE RAFAEL FINAT","","Madrid","209","10.010,64","1,00"
"11","CARABANCHEL","","","ABRANTES","","","PARQUE_EMPERATRIZ_MARIA_DE_AUSTRIA","PARQUE EMPERATRIZ MARIA DE AUSTRIA","","Madrid","210","622.924,31","62,29"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","SAN_ISIDRO","San Isidro","http://wikidata.org/entity/Q3813733","PARQUE_SAN_ISIDRO","PARQUE SAN ISIDRO","","Madrid","211","248.983,99","24,90"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","PARQUE_DE_LA_VOLATERIA_Y_ENTORNO","PARQUE DE LA VOLATERIA Y ENTORNO","","Madrid","212","157.817,37","15,78"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","Z.F._PAU_CARABANCHEL_-_CEMENTERIO","Z.F. PAU CARABANCHEL - CEMENTERIO","","Madrid","213","143.794,66","14,38"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","Z.F._PAU_CARABANCHEL_-_M-40","Z.F. PAU CARABANCHEL - M-40","","Madrid","214","121.104,90","12,11"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","PUERTA_BONITA","Puerta Bonita","http://wikidata.org/entity/Q3813762","UVA_PAN_BENDITO","UVA PAN BENDITO","","Madrid","215","55.949,85","5,59"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","JARDIN_LOS_POZUELOS","JARDIN LOS POZUELOS","","Madrid","216","51.196,17","5,12"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","VISTA_ALEGRE","Vista Alegre","http://wikidata.org/entity/Q3813741","PARQUE_EUGENIA_DE_MONTIJO_II","PARQUE EUGENIA DE MONTIJO II","","Madrid","217","42.632,33","4,26"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","Parque_de_Salvador_Allende","Parque de Salvador Allende","","Madrid","218","37.238,28","3,72"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","COMILLAS","Comillas","http://wikidata.org/entity/Q955844","PARQUE_DE_COMILLAS","PARQUE DE COMILLAS","","Madrid","219","35.337,54","3,53"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","VISTA_ALEGRE","Vista Alegre","http://wikidata.org/entity/Q3813741","COL._PARQUE_EUGENIA_DE_MONTIJO","COL. PARQUE EUGENIA DE MONTIJO","","Madrid","220","34.352,24","3,44"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","VISTA_ALEGRE","Vista Alegre","http://wikidata.org/entity/Q3813741","PARQUE_EUGENIA_DE_MONTIJO_I","PARQUE EUGENIA DE MONTIJO I","","Madrid","221","31.351,23","3,14"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","SAN_ISIDRO","San Isidro","http://wikidata.org/entity/Q3813733","TALUD_SAN_ILLAN","TALUD SAN ILLAN","","Madrid","222","28.956,83","2,90"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","PUERTA_BONITA","Puerta Bonita","http://wikidata.org/entity/Q3813762","PARQUE_STA._RITA","PARQUE STA. RITA","","Madrid","223","27.869,57","2,79"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","MED._AVDA._LA_PESETA","MED. AVDA. LA PESETA","","Madrid","224","24.587,67","2,46"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","ABRANTES","Abrantes","http://wikidata.org/entity/Q3773949","LTRL._VIA_LUSITANA","LTRL. VIA LUSITANA","","Madrid","225","21.851,70","2,19"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","SAN_ISIDRO","San Isidro","http://wikidata.org/entity/Q3813733","JARDÖN_DE_LAS_ASOCIACIONES","JARDÖN DE LAS ASOCIACIONES","","Madrid","226","21.154,18","2,12"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","AVDA._POBLADOS_-_CTRA._LEGANES","AVDA. POBLADOS - CTRA. LEGANES","","Madrid","227","20.488,46","2,05"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","ABRANTES","Abrantes","http://wikidata.org/entity/Q3773949","COL._DIEGO_VELAZQUEZ","COL. DIEGO VELAZQUEZ","","Madrid","228","20.021,77","2,00"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","ABRANTES","Abrantes","http://wikidata.org/entity/Q3773949","JARDINES_VIA_LUSITANA","JARDINES VIA LUSITANA","","Madrid","229","17.996,17","1,80"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","PUERTA_BONITA","Puerta Bonita","http://wikidata.org/entity/Q3813762","PARQUE_DEL_PAN_BENDITO","PARQUE DEL PAN BENDITO","","Madrid","230","17.527,95","1,75"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","JM_INST._DEP._PAN_BENDITO","JM INST. DEP. PAN BENDITO","","Madrid","231","17.482,96","1,75"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","SAN_ISIDRO","San Isidro","http://wikidata.org/entity/Q3813733","COMANDANTE_FONTANES","COMANDANTE FONTANES","","Madrid","232","17.159,51","1,72"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","VISTA_ALEGRE","Vista Alegre","http://wikidata.org/entity/Q3813741","AVDA._POBLADOS_-_JACOBINA","AVDA. POBLADOS - JACOBINA","","Madrid","233","15.640,84","1,56"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","OPAÑEL","Opañel","http://wikidata.org/entity/Q3813756","PARQUE_JACINTO_VERDAGUER","PARQUE JACINTO VERDAGUER","","Madrid","234","14.398,26","1,44"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","ABRANTES","Abrantes","http://wikidata.org/entity/Q3773949","API_11.08_AVDA._POBLADOS_-_VIA_LUSITANA","API 11.08 AVDA. POBLADOS - VIA LUSITANA","","Madrid","235","13.496,45","1,35"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","VISTA_ALEGRE","Vista Alegre","http://wikidata.org/entity/Q3813741","COL._CODORNIZ","COL. CODORNIZ","","Madrid","236","12.945,22","1,29"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","POL._INDUSTRIAL_TAMAMES_-_AGUACATE","POL. INDUSTRIAL TAMAMES - AGUACATE","","Madrid","237","12.496,80","1,25"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","COMILLAS","Comillas","http://wikidata.org/entity/Q955844","COL._URBIS","COL. URBIS","","Madrid","238","12.323,95","1,23"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","PUERTA_BONITA","Puerta Bonita","http://wikidata.org/entity/Q3813762","AVDA._POBLADOS_-_CHIRIVITA","AVDA. POBLADOS - CHIRIVITA","","Madrid","239","11.720,32","1,17"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","PUERTA_BONITA","Puerta Bonita","http://wikidata.org/entity/Q3813762","AVDA._DE_LOS_POBLADOS_-_ALBA_DE_TORMES","AVDA. DE LOS POBLADOS - ALBA DE TORMES","","Madrid","240","11.127,09","1,11"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","AGUACATE-_AVDA_PESETA","AGUACATE- AVDA PESETA","","Madrid","241","10.286,11","1,03"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","BUENAVISTA","Buenavista","http://wikidata.org/entity/Q953929","JARDIN_LOS_PARRALES","JARDIN LOS PARRALES","","Madrid","242","10.721,46","1,07"
"11","CARABANCHEL","Carabanchel","http://wikidata.org/entity/Q1001991","OPAÑEL","Opañel","http://wikidata.org/entity/Q3813756","COL._EXPERIMENTALES","COL. EXPERIMENTALES","","Madrid","243","10.030,56","1,00"
"12","USERA","","","PRADOLONGO","","","PARQUE_DE_PRADOLONGO","Parque de Pradolongo","","Madrid","244","595.660,85","59,57"
"12","USERA","Usera","http://wikidata.org/entity/Q953368","ORCASITAS","Orcasitas","http://wikidata.org/entity/Q3773941","POBLADO_DIRIGIDO_ORCASITAS","POBLADO DIRIGIDO ORCASITAS","","Madrid","245","86.420,90","8,64"
"12","USERA","Usera","http://wikidata.org/entity/Q953368","ORCASITAS","Orcasitas","http://wikidata.org/entity/Q3773941","COLONIA_MESETA_DE_ORCASITAS_I","COLONIA MESETA DE ORCASITAS I","","Madrid","246","64.296,35","6,43"
"12","USERA","Usera","http://wikidata.org/entity/Q953368","ORCASITAS","Orcasitas","http://wikidata.org/entity/Q3773941","COL._MESETA_DE_ORCASITAS_II","COL. MESETA DE ORCASITAS II","","Madrid","247","50.535,04","5,05"
"12","USERA","Usera","http://wikidata.org/entity/Q953368","ORCASITAS","Orcasitas","http://wikidata.org/entity/Q3773941","PARQUE_MUJERES_DE_ORCASITAS","PARQUE MUJERES DE ORCASITAS","","Madrid","248","48.413,58","4,84"
"12","USERA","Usera","http://wikidata.org/entity/Q953368","ZOFIO","El Zofío","http://wikidata.org/entity/Q71751","PARQUE_OLOF_PALME","PARQUE OLOF PALME","","Madrid","249","44.838,60","4,48"
"12","USERA","Usera","http://wikidata.org/entity/Q953368","ORCASUR","Orcasur","http://wikidata.org/entity/Q10341270","COL._ORCASUR","COL. ORCASUR","","Madrid","250","38.314,61","3,83"
