tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-474
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-637
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-735
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-828
Establecimiento dependiente de una Administracion Publica,Publica,013,Aranjuez,PLAZA de Parejas 0 B ,PLAZA,Parejas,0,B,,28300,BAJA/ ACCESO PRINCIPAL PATIO DE LOS CABALLEROS,448165,4431745,,2021-797
Establecimiento dependiente de una Administracion Publica,Publica,080,Majadahonda,AVDA Claveles 12 1 ,AVDA,Claveles,12,1,,28221,PRIMERA PLANTA /JUZGADOS ,426812,4480370,,2022-30
Establecimiento dependiente de una Administracion Publica,Publica,080,Majadahonda,CALLE Joaquin Turina 0 B ,CALLE,Joaquin Turina,0,B,,28222,SEGURIDAD / JUZGADOS ,427057,4477861,,2022-41
Establecimiento dependiente de una Administracion Publica,Publica,046,Collado Mediano,PLAZA Mayor 6  ,PLAZA,Mayor,6,,,28450,POLICIA LOCAL ,413445,4505220,,2022-1067
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-383
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-384
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-385
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-572
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-647
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Jorge Juan 6  ,CALLE,Jorge Juan,6,,,28001,AEPD ,441685,4475029,,2022-648
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-665
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-746
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-747
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-825
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-757
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-800
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-804
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Maudes 26  ,CALLE,Maudes,26,,,28003,Centro Base nº1 de Valoracion y Orientacion de la Discapacidad ,440620,4477399,9:00 H A 14:00 H Y 16:00 H A 19:30 h,2022-1015
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA de Portugal 0  ,AVDA,Portugal,0,,,28011,MADRID ARENA - COTA 5 - AVENIDA DE PORTUGAL SN ,438582,4474257,,2022-1020
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CALLE del Conde Duque 9  ,CALLE,Conde Duque,9,,,28015,"Patio sur, ubicado en la 1° planta. Despacho del director de segu ridad de Madrid Destino",439682,4475344,24 h,2022-1027
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CMNO de Perales 23  ,CMNO,Perales,23,,,28041,ESTADIO 1 ZONA SUR-ESTE ,441900,4468929,24 horas,2022-1035
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CMNO de Perales 23  ,CMNO,Perales,23,,,28041,ESTADIO 1 ZONA NORTE ,441900,4468929,24 h,2022-1050
Aeropuertos,Publica,079,Madrid,AVDA de la Hispanidad 0  ,AVDA,Hispanidad,0,,,28042,ESTACION DE AUTOBUSES PASARELA Aeropuerto Adolfo Suarez,449721,4482599,,2022-1055
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CMNO de Perales 0  ,CMNO,Perales,0,,,28041,Forus Caja Magica ,441891,4468909,,2022-1093
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CALLE de la Alameda 15  ,CALLE,Alameda,15,,,28014,Serreria Belga ,441138,4473553,,2022-1123
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-528
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-529
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-530
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-531
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-532
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-533
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-534
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-704
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-904
Establecimiento dependiente de una Administracion Publica,Publica,092,Mostoles,PLAZA del Pradillo 0  ,PLAZA,Pradillo,0,,,28931,OFICINA DE INFORMACION AYUNTAMIENTO MOSTOLES,426607,4463919,,2022-958
Establecimiento dependiente de una Administracion Publica,Publica,092,Mostoles,CALLE de San Antonio 2  ,CALLE,San Antonio,2,,,28931,JUNTA DE DISTRITO 1 - Participacion Ciudadana - Concejalia de Juv entud y Participacion Ciudadana. AYUNTAMIENTO MOSTOLES,426678,4463947,,2022-959
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CMNO del Molino 3 2 ,CMNO,Molino,3,2,,28500,JUZGADO SEGUNDA PLANTA ,463252,4460616,,2021-661
Establecimiento dependiente de una Administracion Publica,Publica,151,Torrelaguna,CALLE Malacuera 43 B ,CALLE,Malacuera,43,B,,28180,BAJA ,454625,4519323,,2021-720
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. RENFE VIAJEROS,442489,4480602,24 HORAS,2022-1137
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,058,Fuenlabrada,AVDA de Nuevo Versalles 1  ,AVDA,Nuevo Versalles,1,,,28942,Campo de Futbol Irene Ferreras ,429545,4461266,,2022-476
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-490
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-510
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-801
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-901
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-902
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CMNO del Molino 3 B ,CMNO,Molino,3,B,,28500,BAJA.SEGURIDAD ,463252,4460616,,2021-662
Establecimiento dependiente de una Administracion Publica,Publica,092,Mostoles,AVDA Iker Casillas 7  ,AVDA,Iker Casillas,7,,,28935,ESCUELA MEDIOAMBIENTAL AYUNTAMIENTO DE MOSTOLES,425361,4464172,,2022-960
Establecimiento dependiente de una Administracion Publica,Publica,092,Mostoles,CALLE de los Hermanos Pinzon 18  ,CALLE,los Hermanos Pinzon,18,,,28936,POLIDEPORTIVO VILLAFONTANA - Piscina de Verano ,427617,4463794,,2022-962
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA de Portugal 0  ,AVDA,Portugal,0,,,28011,PABELLON DE CONVENCIONES ,437229,4473759,,2022-1033
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-1077
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA MATADERO  ENTRADA 8  ,AVDA,MATADERO  ENTRADA,8,,,28045,,440947,4471395,,2022-1124
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA FERNAN GOMEZ- CENTRO CULTURAL DE LA VILLA 4  ,AVDA,FERNAN GOMEZ- CENTRO CULTURAL DE LA VILLA,4,,,28001,,441493,4475163,,2022-1125
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. RENFE VIAJEROS,442489,4480602,24 HORAS,2022-1144
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24h,2022-523
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-524
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-525
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-526
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-527
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-535
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-536
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-794
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-795
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de la Princesa 3 4 ,CALLE,Princesa,3,4,,28008,EN LA PLANTA 4 ,439557,4475173,,2021-680
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Tomas Breton 47 BAJA ,CALLE,Tomas Breton,47,BAJA,,28045,,441247,4472140,9-14 y 16- 19,2022-1180
Otros,Publica,903,Tres Cantos,CALLE de la Calera 1 BAJA ,CALLE,Calera,1,BAJA,,28760,INSTITUTO GEOLOGICO Y MINERO DE ESPANA SALA ADJUNTA AL SERVICIO MEDICO EN ZONA LABORATORIOS,441124,4494641,24 HORAS,2017-37
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-1198
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,CALLE de la Infanta Mercedes 37  ,CALLE,Infanta Mercedes,37,,,28020,,440760,4478554,07:00 a 21:00h dias laborables,2022-1233
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,PASEO de la Castellana 108  ,PASEO,Castellana,108,,,28046,,441434,4477449,07:00 a 21:00h dias laborables,2022-1234
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-486
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-574
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-575
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-576
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-577
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-726
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-727
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-755
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-758
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Jose Abascal 39 BAJA ,CALLE,Jose Abascal,39,BAJA,,28003,"MINISTERIO DE INCLUSION, SEGURIDAD SOCIAL Y MIGRACIOANES JUNTO AL SALON DE ACTOS",440887,4476600,,2021-181
Otros,Publica,058,Fuenlabrada,CALLE del Norte 11  ,CALLE,Norte,11,,,28944,Instituto Municipal de la Vivienda-Hall principal ,432357,4459399,L a J 08:30 - 17:30 VIERNES 8:30 a 14:30,2022-477
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-491
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-631
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-660
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-661
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-662
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-663
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-664
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-669
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-487
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-502
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-537
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-552
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-639
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-698
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-891
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-921
Establecimiento dependiente de una Administracion Publica,Publica,092,Mostoles,PLAZA del Sol 3  ,PLAZA,Sol,3,,,28938,OFICINA DE ATENCION AL VECINO PAU 4 AYUNTAMIENTO DE MOSTOLES,426414,4462503,,2022-956
Otros,Publica,152,Torrelodones,CALLE del Instituto 1  ,CALLE,Instituto,1,,,28250,Pabellon Deportivo Municipal AYUNTAMIENTO DE TORRELODONES,420814,4492625,,2022-957
Establecimiento dependiente de una Administracion Publica,Publica,005,Alcala de Henares,CALLE Colegios 4 B ,CALLE,Colegios,4,B,,28801,PLANTA BAJA ,469236,4481242,,2021-658
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-731
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-741
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-847
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-848
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-849
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-850
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-851
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-852
Establecimiento dependiente de una Administracion Publica,Publica,046,Collado Mediano,PLAZA Mayor 1  ,PLAZA,Mayor,1,,,28450,"AYTO. EDIFICIO ANTIGUO, SALA DE ACTOS ",413449,4505251,,2022-1062
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,CALLE de la Poeta Angela Figuera 16  ,CALLE,Poeta Angela Figuera,16,,,28003,,439536,4477361,07:00 a 21:00h dias laborables,2022-1235
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-618
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-649
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-761
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-762
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-763
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-764
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-765
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-766
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-767
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-768
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-930
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-1008
Establecimiento dependiente de una Administracion Publica,Publica,005,Alcala de Henares,PLAZA de la Paloma 0 0 ,PLAZA,Paloma,0,0,,28801,PLANTA BAJA ,469285,4481109,,2021-659
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA de Portugal 0  ,AVDA,Portugal,0,,,28011,PABELLON DE CRISTAL ,437671,4473788,24 h,2022-1047
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA de la Memoria 2  ,AVDA,Memoria,2,,,28040,"MADRID DESTINO CULTURA, TURISMO Y NEGOCIOS SA ",438800,4476529,24 h,2022-1048
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA de la Memoria 2  ,AVDA,Memoria,2,,,28040,MADRID DESTINO ,438800,4476529,24 h,2022-1049
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-539
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-540
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-569
